code,water_source_type,inspecting_agency,inspection_date,distance_to_settlement,date_source_established,latitude,longitude,permanent,months_used,functioning,reason_for_non_functioning,number_of_human_using_source,number_of_camel_using_source,number_of_cattle_using_source,number_of_shoats_using_source,number_of_hectares_irrigated_using_source,source_protected,berkad_depth,berkad_length,berkad_width,other_source_yield,number_of_animal_troughs,source_used_for_water_trucking,number_of_trucks_per_day,supply_system_condition,supply_system_condition_description,wsc_date_of_establishment,last_intervention_description,last_intervention_date,metadata_tag
DWBRIS001,Dug Well,SWALIM_WSIS,2008-06-11,,,10.4597,49.7331,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRIS003,Dug Well,SWALIM_WSIS,2008-06-11,,,10.4623,49.974,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRIS004,Dug Well,SWALIM_WSIS,2008-06-27,,,10.4937,50.6962,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRIS005,Dug Well,BRCiS,2017-06-01,,,9.9649,50.7004,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DWBRIS006,Dug Well,SWALIM_WSIS,2008-06-29,,,10.173,50.8944,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRIS007,Dug Well,SWALIM_WSIS,2008-06-29,,,10.4237,50.9185,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRIS009,Dug Well,SWALIM_WSIS,2008-06-19,,,11.2291,51.0195,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRIS012,Dug Well,SWALIM_WSIS,2008-06-19,,,11.2367,51.0689,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRIS013,Dug Well,SWALIM_WSIS,2008-06-19,,,11.2648,51.0731,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRIS019,Dug Well,SWALIM_WSIS,2008-06-22,,,11.0029,51.0987,Yes,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRIS024,Dug Well,SWALIM_WSIS,2008-06-22,,,10.5645,51.129,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRIS025,Dug Well,SWALIM_WSIS,2008-06-22,,,10.6622,51.1365,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRIS027,Dug Well,SWALIM_WSIS,2008-06-26,,,10.5051,51.2079,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRIS030,Dug Well,SWALIM_WSIS,2008-06-24,,,10.4346,51.2493,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMGDBA015,Dam,SWALIM_WSIS,2009-06-10,,,2.3125,42.136,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRIS031,Dug Well,SWALIM_WSIS,2008-06-24,,,10.4376,51.2494,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRIS032,Dug Well,SWALIM_WSIS,2008-06-24,,,10.4381,51.2514,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRIS035,Dug Well,SWALIM_WSIS,2008-07-01,,,9.4969,50.8126,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRLA001,Dug Well,SWALIM_HGS,2012-02-26,,,10.56585,48.9902,,,Yes,,,,,,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBRQN001,Dug Well,SWALIM_WSIS,2008-05-28,,,11.2343,49.9724,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRQN002,Dug Well,SWALIM_WSIS,2008-06-08,,,11.0855,50.3245,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRQN005,Dug Well,SWALIM_WSIS,2008-06-08,,,11.3818,50.3968,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRQR001,Dug Well,SWALIM_HGS,2012-02-09,,,9.5046,49.068,,,Yes,,,,,,,,,,,,,,,,,,,2064-04-06,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBRQR002,Dug Well,SWALIM_HGS,2012-02-09,,,9.5045,49.0689,,,,,,,,,,,,,,,,,,,,,,2065-03-05,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBRQR003,Dug Well,SWALIM_WSIS,2008-06-18,,,10.5127,49.2199,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRQR005,Dug Well,SWALIM_WSIS,2008-06-18,,,10.5175,49.2312,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRQR006,Dug Well,SWALIM_WSIS,2008-06-18,,,10.5231,49.2416,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRQR007,Dug Well,SWALIM_WSIS,2008-06-18,,,10.5275,49.2507,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRQR008,Dug Well,SWALIM_WSIS,2008-06-24,,,9.0994,49.5774,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRQR009,Dug Well,SWALIM_WSIS,2008-06-24,,,9.0925,49.5921,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRQR010,Dug Well,SWALIM_HGS,2012-02-09,,,9.50454,49.06888,,,,,,,,,,,,,,,,,,,,,,2065-03-05,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBRQR011,Dug Well,SWALIM_HGS,2012-02-09,,,9.50464,49.06802,,,Yes,,,,,,,,,,,,,,,,,,,2064-04-06,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBRTA001,Dug Well,SWALIM_HGS,2012-02-07,,,9.50293,49.06374,,,Yes,,,,,,,,,,,,,,,,,,,2057-07-22,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBRTA002,Dug Well,SWALIM_HGS,2012-02-07,,,9.50272,49.06302,,,Yes,,,,,,,,,,,,,,,,,,,2060-04-20,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBRTA003,Dug Well,SWALIM_HGS,2012-02-07,,,9.50247,49.06216,,,Yes,,,,,,,,,,,,,,,,,,,2062-08-28,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBRTA004,Dug Well,SWALIM_HGS,2012-02-08,,,9.50206,49.06168,,,Yes,,,,,,,,,,,,,,,,,,,1995-02-13,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBRTA005,Dug Well,SWALIM_HGS,2012-02-08,,,9.502,49.0604,,,Yes,,,,,,,,,,,,,,,,,,,1999-10-26,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DMWGHA014,Dam,SWALIM_WSIS,2008-06-23,,,9.1747,44.0206,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRTA006,Dug Well,SWALIM_HGS,2012-02-08,,,9.50216,49.06035,,,Yes,,,,,,,,,,,,,,,,,,,1994-12-13,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBRTA007,Dug Well,SWALIM_HGS,2012-02-09,,,9.50163,49.064106,,,Yes,,,,,,,,,,,,,,,,,,,1995-04-05,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBRTA008,Dug Well,SWALIM_HGS,2012-02-10,,,9.50343,49.06235,,,Yes,,,,,,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBRTA009,Dug Well,SWALIM_HGS,2012-02-10,,,9.50329,49.06324,,,Yes,,,,,,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWSNCL041,Dug Well,SWALIM_WSIS,2008-05-19,,,10.0957,47.0435,Yes,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWTGSH029,Dug Well,SWALIM_WSIS,2008-05-18,,,9.9547,45.3285,No,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWTGSH031,Dug Well,SWALIM_WSIS,2008-05-19,,,9.979,45.3837,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWTGSH032,Dug Well,SWALIM_WSIS,2008-05-18,,,9.9603,45.4653,Yes,,No,,,,,,,,,,,,,,,,,,,2002-01-28,Water Sources Inventory Survey – WSIS
DWTGSH034,Dug Well,SWALIM_HGS,2012-02-28,,,9.9461,45.6872,,,Yes,,,,,,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWTGSH035,Dug Well,SWALIM_HGS,2012-02-28,,,9.9462,45.6875,,,Yes,,,,,,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWTGSH036,Dug Well,SWALIM_WSIS,2008-06-21,,,10.0732,45.8501,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHBYDI001,Borehole,SWALIM_GSA,2017-05-30,,,1.9725,42.5672,No,,No,,,,,,,,,,,,,,,,,,,,Strategic Water Sources Survey in Bay and Bakool Regions – WSS_BB
DWTGSH037,Dug Well,SWALIM_HGS,2012-02-20,,,10.11235,45.26752,,,Yes,,,,,3625,,,,,,,,,,,,,,2000-03-15,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWTGSH038,Dug Well,SWALIM_HGS,2012-02-28,,,9.940388,45.191,,,Yes,,,,,,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWTGSH039,Dug Well,SWALIM_HGS,2012-02-23,,,9.99299,45.17427,,,,,,,,,,,,,,,,,,,,,,1994-10-25,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWWGBA001,Dug Well,SWALIM_HGS,2012-02-01,,,10.26923,44.08265,,,Yes,,,540,,2700,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWWGBE001,Dug Well,SWALIM_HGS,2012-02-04,,,10.4335,44.2659,,,,,,,,4320,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWWGBE002,Dug Well,Somaliland_MoWRD,2019-10-15,,11-12-17,10.4158,44.2897,yes,,No,It's dry,200,,,,,Yes,,,,,1,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWWGBE004,Dug Well,SWALIM_WSIS,2008-12-05,,,10.3741,44.3741,,,Yes,,,,,,,,,,,,,,,,,,,2004-01-29,Water Sources Inventory Survey – WSIS
DWWGBE005,Dug Well,SWALIM_HGS,2012-02-04,,,10.387,44.398,,,Yes,,,,,,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWWGBE006,Dug Well,SWALIM_WSIS,2008-12-05,, 1/29/2004,10.2362,44.5133,,,Yes,,,,,,,,,,,,,,,,,,,2004-01-29,Water Sources Inventory Survey – WSIS
DWWGBE007,Dug Well,SWALIM_HGS,2012-02-16,,,10.3741,44.5719,,,Yes,,,,,2450,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
BHBYQA008,Borehole,SWALIM_GSA,2017-05-30,,,2.9249,42.9519,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey in Bay and Bakool Regions – WSS_BB
DWBYBA015,Dug Well,SWALIM_WSIS,2009-08-13,, 1/15/1979,3.1914,43.3288,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWWGBE008,Dug Well,Somaliland_MoWRD,2019-10-07,,10/27/2013,10.004,44.7709,no,6,Yes,,1000,200,,1500,,Yes,,,,,,no,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWWGBE009,Dug Well,SWALIM_HGS,2012-02-25,,,10.01,44.7723,,,Yes,,,,,,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWWGBE010,Dug Well,SWALIM_WSIS,2008-05-25,,,10.0094,44.773,No,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWWGBE011,Dug Well,SWALIM_WSIS,2008-05-25,,,10.0094,44.7731,No,,No,,,,,,,,,,,,,,,,,,,2002-01-28,Water Sources Inventory Survey – WSIS
DWWGBE012,Dug Well,SWALIM_HGS,2012-02-25,, 1/29/2000,10.0744,44.817,,,Yes,,,,,,,,,,,,,,,,,,,2000-10-17,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DMWGHA024,Dam,SWALIM_WSIS,2008-06-23,,,9.5096,43.8015,No,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWWGBE013,Dug Well,SWALIM_HGS,2012-02-25,,,10.1688,44.8439,,,Yes,,,,,,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBYBA025,Dug Well,SWALIM_WSIS,2009-08-20,,,3.1283,43.6428,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWWGBE014,Dug Well,SWALIM_WSIS,2008-05-21,,,10.0503,44.983,,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGHA020,Dam,SWALIM_WSIS,2008-06-30,,,9.3097,43.7336,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWWGBE015,Dug Well,Somaliland_MoWRD,2019-10-11,,11-12-12,10.0564,44.9906,yes,,Yes,,1500,,,,,Yes,,,,,2,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWSNCR004,Dug Well,SWALIM_WSIS,2008-05-28,,,11.0052,47.1124,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGGE051,Dam,SWALIM_WSIS,2008-06-16,,,9.5968,43.3409,No,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGGE052,Dam,SWALIM_WSIS,2008-07-06,,,9.3981,43.4898,No,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGGE053,Dam,SWALIM_WSIS,2008-06-15,,,9.5572,43.3928,No,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGGE054,Dam,Somaliland_MoWRD,2019-09-27,, 10/1/2008,9.4204,43.4602,No,2,Yes,,,400,60,1000,3.0,,,,,,4,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWTGSH015,Dug Well,SWALIM_WSIS,2008-05-17,,,9.9408,45.1906,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGGE055,Dam,Community,2019-09-26,, 9/27/1999,9.4784,43.4264,Yes,,Yes,,,,,,7.0,,,,,,,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DMWGGE056,Dam,Somaliland_MoWRD,2019-09-26,5.0, 9/26/2001,9.607,43.3003,Yes,,Yes,,,,,,5.0,,,,,,,,,,,,,2019-09-26,Strategic Water Sources Survey – WSS_NAT
SPNGEY007,Spring,SWALIM_WSIS,2008-07-20,,,7.9782,49.8264,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGHA001,Dam,SWALIM_WSIS,2008-06-16,,,9.5988,43.8581,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGHA002,Dam,SWALIM_WSIS,2008-06-16,,,9.5156,43.7922,Yes,,Yes,,,,,,,,,,,,,,,,,,,2008-01-20,Water Sources Inventory Survey – WSIS
DMWGHA003,Dam,SWALIM_WSIS,2008-06-16,,,9.5687,43.8376,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGHA004,Dam,SWALIM_WSIS,2008-06-16,,,9.5097,43.8159,,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGHA005,Dam,SWALIM_WSIS,2008-06-29,,,9.0838,44.4977,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGHA006,Dam,SWALIM_WSIS,2008-06-16,,,9.5395,43.8306,,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGHA007,Dam,SWALIM_WSIS,2008-06-24,,,9.3892,44.1266,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGHA008,Dam,SWALIM_WSIS,2008-06-29,,,9.4512,44.1418,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGHA009,Dam,SWALIM_WSIS,2008-06-30,,,9.3488,43.764,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGHA010,Dam,SWALIM_WSIS,2008-06-30,,,9.0433,44.5812,Yes,,Yes,,,,,,,,,,,,,,,,,,,2008-06-01,Water Sources Inventory Survey – WSIS
DWBYBU024,Dug Well,SWALIM_WSIS,2009-08-23,, 9/18/2006,2.615,44.1983,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGHA011,Dam,Somaliland_MoWRD,2019-09-30,, 3/30/2019,9.0289,44.2123,No,5,Yes,,,200,,600,3.0,,,,,,2,No,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWBYBU019,Dug Well,FGS_MoEWR,2019-09-16,,,2.7956,44.0898,yes,,Yes,,120,,,,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DMWGHA013,Dam,Somaliland_MoWRD,2019-09-30,, 9/24/1984,9.0424,44.1031,No,4,No,There is no good channels,,80,,400,,,,,,,,No,,,,,,,Strategic Water Sources Survey – WSS_NAT
BHBYBA027,Borehole,SWALIM_GSA,2018-06-06,,02-06-05,3.1677,43.56,,,No,,,,,,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMWGHA015,Dam,Somaliland_MoWRD,2019-09-29,1.0, 9/29/2013,9.3646,43.6157,No,6,Yes,,,600,100,800,,,,,,,3,No,,,,,,,Strategic Water Sources Survey – WSS_NAT
DMWGHA016,Dam,SWALIM_WSIS,2008-06-29,,,9.2935,44.2388,,,Yes,,,,,,,,,,,,,,,,,,,1995-06-08,Water Sources Inventory Survey – WSIS
DMWGHA017,Dam,SWALIM_WSIS,2008-06-23,,,9.4502,43.9537,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGHA018,Dam,SWALIM_WSIS,2008-06-16,,,9.5603,43.8465,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWSNCR025,Dug Well,SWALIM_WSIS,2008-10-06,,,9.4977,47.325,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWSNCR026,Dug Well,SWALIM_WSIS,2008-06-05,,,10.5806,47.3465,Yes,,Yes,,,300,100,1000,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMTGOD006,Dam,SWALIM_WSIS,2008-06-18,,,9.7883,44.9075,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DMWGHA050,Dam,SWALIM_WSIS,2008-06-30,,,9.3909,43.8606,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBYDI013,Dug Well,SWALIM_WSIS,2009-03-10,,,2.354,42.613,Yes,,Yes,,,,,,,,,,,,,,,,,,,2003-09-08,Water Sources Inventory Survey – WSIS
DWBYBU005,Dug Well,SWALIM_GSA,2017-05-30,,28-06-05,2.8718,43.8661,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Strategic Water Sources Survey in Bay and Bakool Regions – WSS_BB
BHBYBA012,Borehole,SWALIM_GSA,2018-06-06,,,2.9875,43.3496,,,Yes,,,,,,,,,,,,,,,,,,,2009-01-16,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHBYBA013,Borehole,SWALIM_GSA,2018-06-06,,,3.2846,43.3511,,,Yes,,,,,,,,,,,,,,,,,,,2007-01-17,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHBYBA014,Borehole,SWALIM_GSA,2018-06-06,,,3.2041,43.3867,,,Yes,,,,,,,,,,,,,,,,,,,2007-01-17,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHBYBA015,Borehole,SWALIM_GSA,2018-06-06,,,3.0489,43.3908,,,Yes,,,,,,,,,,,,,,,,,,,2005-01-16,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWBYBA008,Dug Well,SWALIM_WSIS,2009-07-25,,,2.6548,43.2262,,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHBYBA016,Borehole,SWALIM_GSA,2018-06-06,,,3.1592,43.3961,,,Yes,,,,,,,,,,,,,,,,,,,2007-01-17,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHBYBA017,Borehole,SWALIM_GSA,2018-06-06,,,3.1705,43.4096,,,Abandoned,,,,,,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHBYBA018,Borehole,SWALIM_GSA,2017-04-15,,01-05-05,3.1706,43.4096,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey in Bay and Bakool Regions – WSS_BB
BHBYBA019,Borehole,SWALIM_GSA,2018-06-06,,,3.4026,43.4211,,,No,,,,,,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHBYBA020,Borehole,SWALIM_GSA,2018-06-06,,,3.2593,43.4271,,,Yes,,,,,,,,,,,,,,,,,,,2008-01-16,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHBYBA021,Borehole,SWALIM_GSA,2018-06-06,,,3.2429,43.462,,,Yes,,,,,,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHBYBA022,Borehole,SWALIM_GSA,2018-06-06,,,3.1736,43.4664,,,No,,,,,,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHBYBA023,Borehole,SWALIM_GSA,2017-04-15,,04-06-05,3.1737,43.4664,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey in Bay and Bakool Regions – WSS_BB
BHBYBA024,Borehole,SWALIM_GSA,2018-06-06,,,2.958,43.485,,,Abandoned,,,,,,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHBYQA016,Borehole,SWALIM_WSIS,2009-07-24,,,2.8279,43.0612,Yes,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBYBA020,Dug Well,SWALIM_WSIS,2009-08-06,, 9/15/1995,3.1337,43.6335,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBYBA019,Dug Well,SWALIM_WSIS,2009-08-11,,,3.0776,43.6147,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHBYBA025,Borehole,SWALIM_GSA,2018-06-06,,08-06-05,3.528,43.5213,,,Yes,,,,,,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMWGGE019,Dam,SWALIM_WSIS,2008-06-11,,,9.6806,43.4809,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHBYBA026,Borehole,SWALIM_GSA,2018-06-06,,,3.1677,43.56,,,Abandoned,,,,,,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHBYBA030,Borehole,SWALIM_GSA,2018-06-06,,,3.2341,43.6226,,,Abandoned,,,,,,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHBYBA031,Borehole,FGS_MoEWR,2019-09-13,,13-11-94,3.1566,43.6229,No,,No,Lack of generator,,200,150,300,,,,,,,,No,,,,,Pipeline and generator,2017-10-06,Strategic Water Sources Survey – WSS_NAT
BHBYBA032,Borehole,SWALIM_GSA,2017-04-16,,14-06-05,3.1566,43.6231,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey in Bay and Bakool Regions – WSS_BB
DMWGHA025,Dam,SWALIM_WSIS,2008-06-23,,,9.4521,43.7597,No,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBRTA010,Dug Well,SWALIM_HGS,2012-02-10,,,9.50337,49.06414,,,Yes,,,,,,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWSNCR123,Dug Well,SWALIM_HGS,2012-01-23,,,10.708416,48.33525,,,Yes,,,,,,,,,,,,,,,,,,,2052-02-20,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWBYBA001,Dug Well,SWALIM_WSIS,2009-08-12,,,3.4792,43.1591,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBYBA002,Dug Well,SWALIM_WSIS,2009-07-25,,,2.7415,43.1645,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBYBA003,Dug Well,SWALIM_GSA,2017-04-15,,24-06-05,3.2138,43.1892,Yes,,Yes,,,,,,,No,,,,,,,,,,,,,Strategic Water Sources Survey in Bay and Bakool Regions – WSS_BB
DWBYBA004,Dug Well,FGS_MoEWR,2006-09-17,, 9/18/2006,3.2044,43.1975,yes,,Yes,,700,,,,,No,,,,,,no,,,,,,,Water Sources Data from Partners – WSD_Pat
DWBYBA005,Dug Well,FGS_MoEWR,2019-09-17,,,3.2172,43.201,yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWBYBA006,Dug Well,SWALIM_WSIS,2009-08-12,,,3.4375,43.2045,Yes,,Yes,,,,,,,,,,,,,,,,,,,2004-01-24,Water Sources Inventory Survey – WSIS
